"CLAVE","NUME1","NUME2","NUME3","NUME4","NUME5","NUME6","NUME7","NUME8","NUME9","NUME10","NUME11","NUME12","NUME13","NUME14","NUME15","NUME16","NUME17","NUME18","NUME19","NUME20","IVAINS","IVANI","USUARIO","FECACT","LISFORD","FECFORD","LISVW","FECVW","LIMVTA","PTOVTA","NOMEMPR","MCAIB"
"1 ","25014","0","0","21544","12","23","32","41980","0","2","0","0","0","0","0","0","0","0","0","60","21","10","0","1900-01-01","0     ","1900-01-01","1     ","1900-01-01","3000","1","ALESTEL SRL","1"
