"COD1","COD2","NRODESP","CPBTE","ENTRADA","SALIDAS","STOCK","FECENT","FECUSAL"
"C","50","21001IC04161492N","240821","43","42","1","2021-08-30","2022-07-08"
"C","50","21001IC04245806P","131221","15","15","0.0000","2021-12-17","2022-05-16"
"C","50","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2024-03-05"
"C","50","22001IC04105136H","160522","14","16","-2","2022-05-20","2024-07-16"
"C","50","22001IC05023281X","220922","15","15","0.0000","2022-09-26","2024-04-24"
"C","50","23001IC04049866C","280323","50","51","-1","2023-03-30","2024-10-23"
"C","50","23001IC04174792W","181023","48","47","1","2023-10-27","2024-12-05"
"C","51","16001IC04087468E","80916","35","35","0.0000","2016-09-12","2017-01-26"
"C","51","17001IC04058927D","290317","64","64","0.0000","2017-04-04","2018-06-11"
"C","51","18001IC04080837W","90418","50","51","-1","2018-04-13","2020-03-09"
"C","51","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2020-11-09"
"C","51","19001IC04158500Z","60919","59","59","0.0000","2019-09-11","2021-05-12"
"C","51","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2023-05-16"
"C","51","21001IC04054806N","190321","20","20","0.0000","2021-03-23","2021-09-16"
"C","51","21001IC04161492N","240821","20","21","-1","2021-08-30","2025-01-29"
"C","51","21001IC04245806P","131221","15","15","0.0000","2021-12-17","2022-07-04"
"C","51","21001IC05014592M","280621","20","21","-1","2021-06-30","2022-08-12"
"C","51","22001IC04105136H","160522","15","15","0.0000","2022-05-20","2022-08-01"
"C","51","22001IC05023281X","220922","15","14","1","2022-09-26","2023-05-04"
"C","51","23001IC04049866C","280323","50","51","-1","2023-03-30","2024-10-03"
"C","51","23001IC04174792W","181023","48","52","-4","2023-10-27","2024-07-02"
"C","52","16001IC04087468E","80916","33","33","0.0000","2016-09-12","2017-03-10"
"C","52","17001IC04058927D","290317","160","160","0.0000","2017-04-04","2018-11-28"
"C","52","18001IC04080837W","90418","65","67","-2","2018-04-13","2019-07-12"
"C","52","19001IC04015932R","240119","94","94","0.0000","2019-01-28","2021-02-19"
"C","52","19001IC04158500Z","60919","46","46","0.0000","2019-09-11","2021-12-03"
"C","52","20001IC04111282E","200720","44","44","0.0000","2020-07-23","2021-09-09"
"C","52","20001IC04192939W","181120","44","44","0.0000","2020-11-24","2022-02-02"
"C","52","21001IC04054806N","190321","45","45","0.0000","2021-03-23","2022-09-30"
"C","52","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2023-05-10"
"C","52","21001IC04245806P","131221","15","14","1","2021-12-17","2024-04-04"
"C","52","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2024-01-15"
"C","52","22001IC04105136H","160522","15","15","0.0000","2022-05-20","2023-06-12"
"C","52","22001IC05023281X","220922","15","15","0.0000","2022-09-26","2024-06-07"
"C","52","23001IC04049866C","280323","50","51","-1","2023-03-30","2024-08-07"
"C","52","23001IC04174792W","181023","48","48","0.0000","2023-10-27","2024-12-05"
"C","53","16001IC04087468E","80916","80","81","-1","2016-09-12","2018-04-04"
"C","53","17001IC04058927D","290317","120","120","0.0000","2017-04-04","2020-08-10"
"C","53","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2022-08-12"
"C","53","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2021-12-02"
"C","53","19001IC04158500Z","60919","59","59","0.0000","2019-09-11","2023-07-18"
"C","53","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2024-08-07"
"C","53","21001IC04054806N","190321","20","20","0.0000","2021-03-23","2022-02-01"
"C","53","21001IC04161492N","240821","20","22","-2","2021-08-30","2023-11-17"
"C","53","21001IC04245806P","131221","15","15","0.0000","2021-12-17","2024-07-16"
"C","53","21001IC05014592M","280621","20","20","0.0000","2021-06-30","2023-01-31"
"C","53","22001IC04105136H","160522","15","17","-2","2022-05-20","2024-07-16"
"C","53","22001IC05023281X","220922","15","15","0.0000","2022-09-26","2024-04-29"
"C","53","23001IC04049866C","280323","50","49","1","2023-03-30","2024-11-26"
"C","53","23001IC04174792W","181023","47","48","-1","2023-10-27","2025-01-28"
"C","54","16001IC04087468E","80916","206","207","-1","2016-09-12","2018-03-07"
"C","54","18001IC04080837W","90418","48","49","-1","2018-04-13","2018-10-04"
"C","54","19001IC04015932R","240119","50","51","-1","2019-01-28","2019-04-15"
"C","54","19001IC04158500Z","60919","56","57","-1","2019-09-11","2020-02-19"
"C","54","20001IC04111282E","200720","44","44","0.0000","2020-07-23","2021-10-26"
"C","54","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2021-08-24"
"C","54","21001IC04054806N","190321","44","44","0.0000","2021-03-23","2022-09-30"
"C","54","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2023-02-15"
"C","54","21001IC04245806P","131221","15","15","0.0000","2021-12-17","2022-09-05"
"C","54","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2022-12-15"
"C","54","22001IC04105136H","160522","15","15","0.0000","2022-05-20","2022-12-22"
"C","54","22001IC05023281X","220922","15","16","-1","2022-09-26","2023-02-02"
"C","54","23001IC04049866C","280323","50","52","-2","2023-03-30","2023-07-18"
"C","54","23001IC04174792W","181023","48","51","-3","2023-10-27","2024-02-02"
"C","55","16001IC04087468E","80916","200","200","0.0000","2016-09-12","2020-02-19"
"C","55","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2020-08-24"
"C","55","19001IC04015932R","240119","71","72","-1","2019-01-28","2024-10-23"
"C","55","19001IC04158500Z","60919","46","47","-1","2019-09-11","2023-01-17"
"C","55","20001IC04111282E","200720","43","42","1","2020-07-23","2022-11-24"
"C","55","21001IC04054806N","190321","45","46","-1","2021-03-23","2023-07-18"
"C","55","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2024-10-16"
"C","55","21001IC04245806P","131221","15","14","1","2021-12-17","2022-08-31"
"C","55","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2024-08-21"
"C","55","22001IC04105136H","160522","15","15","0.0000","2022-05-20","2022-12-30"
"C","55","22001IC05023281X","220922","15","15","0.0000","2022-09-26","2023-08-09"
"C","55","23001IC04049866C","280323","50","48","2","2023-03-30","2025-04-04"
"C","55","23001IC04174792W","181023","48","46","2","2023-10-27","2024-11-22"
"C","56","13001IC04101121","220513","147","148","-1","2013-05-23","2015-12-02"
"C","56","14001IC04026899D","100214","53","54","-1","2014-02-10","2016-08-16"
"C","56","14001IC04241965T","20115","102","103","-1","2015-01-05","2017-09-22"
"C","56","15091IC04055318B","91015","101","102","-1","2015-10-14","2019-07-11"
"C","56","17001IC04058927D","290317","408","131","277","2017-04-04","2024-07-10"
"C","56","18001IC04080837W","90418","108","75","33","2018-04-13","2024-08-26"
"C","56","19001IC04015932R","240119","69","33","36","2019-01-28","2024-12-26"
"C","56","19001IC04158500Z","60919","46","46","0.0000","2019-09-11","2023-01-17"
"C","56","20001IC04111282E","200720","44","44","0.0000","2020-07-23","2023-05-23"
"C","56","20001IC04192939W","181120","40","40","0.0000","2020-11-24","2024-06-07"
"C","56","21001IC04054806N","190321","18","18","0.0000","2021-03-23","2022-03-14"
"C","56","21001IC04161492N","240821","20","20","0.0000","2021-08-30","2022-05-17"
"C","56","21001IC04245806P","131221","15","31","-16","2021-12-17","2022-04-20"
"C","56","21001IC05014592M","280621","20","19","1","2021-06-30","2022-11-22"
"C","56","22001IC04105136H","160522","15","14","1","2022-05-20","2023-11-01"
"C","56","22001IC05023281X","220922","15","14","1","2022-09-26","2023-10-06"
"C","56","23001IC04049866C","280323","50","50","0.0000","2023-03-30","2024-12-12"
"C","56","23001IC04174792W","181023","48","20","28","2023-10-27","2024-12-26"
"C","57","16001IC04087468E","80916","140","140","0.0000","2016-09-12","2019-02-15"
"C","57","17001IC04058927D","290317","55","55","0.0000","2017-04-04","2019-07-24"
"C","57","18001IC04080837W","90418","90","90","0.0000","2018-04-13","2021-10-12"
"C","57","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2021-04-23"
"C","57","19001IC04158500Z","60919","46","47","-1","2019-09-11","2022-03-11"
"C","57","20001IC04111282E","200720","43","43","0.0000","2020-07-23","2023-07-04"
"C","57","21001IC04054806N","190321","44","43","1","2021-03-23","2023-02-27"
"C","57","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2024-01-15"
"C","57","21001IC04245806P","131221","15","15","0.0000","2021-12-17","2023-03-31"
"C","57","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2023-11-13"
"C","57","22001IC04105136H","160522","15","14","1","2022-05-20","2024-03-25"
"C","57","22001IC05023281X","220922","15","15","0.0000","2022-09-26","2024-03-05"
"C","57","23001IC04049866C","280323","50","50","0.0000","2023-03-30","2024-11-26"
"C","57","23001IC04174792W","181023","48","39","9","2023-10-27","2025-04-23"
"C","58","16001IC04087468E","80916","60","60","0.0000","2016-09-12","2017-09-29"
"C","58","17001IC04058927D","290317","140","140","0.0000","2017-04-04","2019-04-17"
"C","58","18001IC04080837W","90418","110","110","0.0000","2018-04-13","2021-01-27"
"C","58","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2022-04-11"
"C","58","19001IC04158500Z","60919","58","58","0.0000","2019-09-11","2021-12-02"
"C","58","20001IC04111282E","200720","44","44","0.0000","2020-07-23","2022-04-06"
"C","58","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2023-05-02"
"C","58","21001IC04054806N","190321","45","45","0.0000","2021-03-23","2023-11-01"
"C","58","21001IC04161492N","240821","45","46","-1","2021-08-30","2024-10-23"
"C","58","21001IC04245806P","131221","30","29","1","2021-12-17","2024-11-22"
"C","58","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2024-03-14"
"C","58","22001IC04105136H","160522","30","32","-2","2022-05-20","2024-07-16"
"C","58","22001IC05023281X","220922","30","30","0.0000","2022-09-26","2024-06-25"
"C","58","23001IC04049866C","280323","50","47","3","2023-03-30","2025-03-25"
"C","58","23001IC04174792W","181023","48","20","28","2023-10-27","2025-04-24"
"C","59","17001IC04058927D","290317","197","197","0.0000","2017-04-04","2020-05-15"
"C","59","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2020-01-20"
"C","59","20001IC04111282E","200720","44","44","0.0000","2020-07-23","2021-03-29"
"C","59","21001IC04054806N","190321","45","45","0.0000","2021-03-23","2021-08-04"
"C","59","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2022-10-14"
"C","59","21001IC04245806P","131221","30","30","0.0000","2021-12-17","2022-07-29"
"C","59","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2023-01-17"
"C","59","22001IC04105136H","160522","30","34","-4","2022-05-20","2023-06-07"
"C","59","22001IC05023281X","220922","30","30","0.0000","2022-09-26","2023-05-19"
"C","59","23001IC04049866C","280323","50","54","-4","2023-03-30","2023-11-17"
"C","59","23001IC04174792W","181023","48","49","-1","2023-10-27","2024-01-29"
"C","60","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2019-01-11"
"C","60","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2019-04-08"
"C","60","19001IC04015932R","240119","45","45","0.0000","2019-01-28","2020-12-16"
"C","60","19001IC04158500Z","60919","58","58","0.0000","2019-09-11","2020-09-01"
"C","60","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2022-01-28"
"C","60","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2022-01-31"
"C","60","21001IC04054806N","190321","20","20","0.0000","2021-03-23","2021-08-26"
"C","60","21001IC04161492N","240821","20","20","0.0000","2021-08-30","2024-06-12"
"C","60","21001IC04245806P","131221","30","30","0.0000","2021-12-17","2023-05-23"
"C","60","21001IC05014592M","280621","20","20","0.0000","2021-06-30","2025-01-14"
"C","60","22001IC04105136H","160522","30","40","-10","2022-05-20","2023-02-01"
"C","60","22001IC05023281X","220922","30","35","-5","2022-09-26","2023-03-23"
"C","60","23001IC04049866C","280323","50","50","0.0000","2023-03-30","2025-02-26"
"C","60","23001IC04174792W","181023","48","48","0.0000","2023-10-27","2024-07-30"
"C","61","13001IC04101121","220513","151","151","0.0000","2013-05-23","2019-01-03"
"C","61","14001IC04026899D","100214","53","53","0.0000","2014-02-10","2018-07-10"
"C","61","14001IC04241965T","20115","98","98","0.0000","2015-01-05","2022-04-28"
"C","61","15091IC04055318B","91015","101","57","44","2015-10-14","2025-02-04"
"C","61","16001IC04087468E","80916","202","36","166","2016-09-12","2021-03-19"
"C","61","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2022-11-24"
"C","61","19001IC04015932R","240119","69","9","60","2019-01-28","2021-08-18"
"C","61","19001IC04158500Z","60919","46","47","-1","2019-09-11","2024-07-30"
"C","61","20001IC04111282E","200720","45","15","30","2020-07-23","2024-08-22"
"C","61","20001IC04192939W","181120","45","8","37","2020-11-24","2023-11-27"
"C","61","21001IC04054806N","190321","20","20","0.0000","2021-03-23","2023-05-23"
"C","61","21001IC04161492N","240821","20","22","-2","2021-08-30","2023-07-18"
"C","61","21001IC04245806P","131221","30","30","0.0000","2021-12-17","2024-08-28"
"C","61","21001IC05014592M","280621","20","19","1","2021-06-30","2024-11-13"
"C","61","22001IC04105136H","160522","30","18","12","2022-05-20","2025-04-14"
"C","61","22001IC05023281X","220922","30","30","0.0000","2022-09-26","2023-02-01"
"C","61","23001IC04049866C","280323","50","46","4","2023-03-30","2024-12-09"
"C","61","23001IC04174792W","181023","48","4","44","2023-10-27","2024-04-10"
"C","62","16001IC04087468E","80916","197","197","0.0000","2016-09-12","2019-07-03"
"C","62","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2020-09-03"
"C","62","19001IC04015932R","240119","50","51","-1","2019-01-28","2021-02-19"
"C","62","19001IC04158500Z","60919","46","47","-1","2019-09-11","2022-01-28"
"C","62","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2021-10-26"
"C","62","20001IC04192939W","181120","45","44","1","2020-11-24","2022-09-08"
"C","62","21001IC04054806N","190321","45","44","1","2021-03-23","2022-12-13"
"C","62","21001IC04161492N","240821","44","44","0.0000","2021-08-30","2024-01-03"
"C","62","21001IC04245806P","131221","30","29","1","2021-12-17","2024-08-26"
"C","62","21001IC05014592M","280621","45","45","0.0000","2021-06-30","2024-07-10"
"C","62","22001IC04105136H","160522","30","33","-3","2022-05-20","2025-02-04"
"C","62","22001IC05023281X","220922","30","24","6","2022-09-26","2025-02-25"
"C","62","23001IC04049866C","280323","50","42","8","2023-03-30","2025-03-25"
"C","62","23001IC04174792W","181023","45","16","29","2023-10-27","2024-12-13"
"C","63","16001IC04087468E","80916","197","197","0.0000","2016-09-12","2018-09-11"
"C","63","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2019-09-12"
"C","63","19001IC04015932R","240119","45","45","0.0000","2019-01-28","2020-11-18"
"C","63","19001IC04158500Z","60919","43","43","0.0000","2019-09-11","2021-03-11"
"C","63","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2023-06-27"
"C","63","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2024-04-04"
"C","63","21001IC04054806N","190321","45","45","0.0000","2021-03-23","2023-02-15"
"C","63","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2023-11-24"
"C","63","21001IC04245806P","131221","30","17","13","2021-12-17","2025-02-04"
"C","63","21001IC05014592M","280621","45","43","2","2021-06-30","2024-10-23"
"C","63","22001IC04105136H","160522","30","26","4","2022-05-20","2025-03-20"
"C","63","22001IC05023281X","220922","30","3","27","2022-09-26","2024-10-16"
"C","63","23001IC04049866C","280323","50","6","44","2023-03-30","2023-10-06"
"C","63","23001IC04174792W","181023","45","45","0.0000","2023-10-27","2025-04-23"
"C","64","16001IC04087468E","80916","197","197","0.0000","2016-09-12","2019-03-13"
"C","64","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2020-08-06"
"C","64","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2019-10-04"
"C","64","19001IC04158500Z","60919","46","46","0.0000","2019-09-11","2020-12-02"
"C","64","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2021-05-28"
"C","64","20001IC04192939W","181120","44","44","0.0000","2020-11-24","2022-02-07"
"C","64","21001IC04054806N","190321","42","42","0.0000","2021-03-23","2022-06-13"
"C","64","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2023-03-17"
"C","64","21001IC04245806P","131221","30","34","-4","2021-12-17","2025-03-20"
"C","64","21001IC05014592M","280621","45","44","1","2021-06-30","2023-03-28"
"C","64","22001IC04105136H","160522","30","30","0.0000","2022-05-20","2024-01-03"
"C","64","22001IC05023281X","220922","30","29","1","2022-09-26","2023-11-27"
"C","64","23001IC04049866C","280323","50","50","0.0000","2023-03-30","2024-04-30"
"C","64","23001IC04174792W","181023","47","49","-2","2023-10-27","2025-03-19"
"C","65","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2018-11-14"
"C","65","18001IC04080837W","90418","53","54","-1","2018-04-13","2020-01-13"
"C","65","19001IC04015932R","240119","50","51","-1","2019-01-28","2020-03-09"
"C","65","19001IC04158500Z","60919","46","46","0.0000","2019-09-11","2020-11-12"
"C","65","20001IC04111282E","200720","43","43","0.0000","2020-07-23","2021-05-28"
"C","65","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2022-04-06"
"C","65","21001IC04054806N","190321","45","44","1","2021-03-23","2022-11-09"
"C","65","21001IC04161492N","240821","45","45","0.0000","2021-08-30","2023-09-04"
"C","65","21001IC04245806P","131221","30","30","0.0000","2021-12-17","2024-04-04"
"C","65","21001IC05014592M","280621","45","48","-3","2021-06-30","2025-02-04"
"C","65","22001IC04105136H","160522","30","21","9","2022-05-20","2025-03-25"
"C","65","22001IC05023281X","220922","30","30","0.0000","2022-09-26","2023-02-01"
"C","65","23001IC04049866C","280323","50","8","42","2023-03-30","2023-12-27"
"C","65","23001IC04174792W","181023","46","29","17","2023-10-27","2025-03-27"
"C","66","16001IC04087468E","80916","198","197","1","2016-09-12","2020-08-18"
"C","66","18001IC04080837W","90418","69","69","0.0000","2018-04-13","2020-08-06"
"C","66","19001IC04015932R","240119","51","51","0.0000","2019-01-28","2022-02-04"
"C","66","19001IC04158500Z","60919","50","50","0.0000","2019-09-11","2021-06-08"
"C","66","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2021-09-30"
"C","66","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2022-11-24"
"C","66","21001IC04054806N","190321","45","45","0.0000","2021-03-23","2024-03-22"
"C","66","21001IC04161492N","240821","45","44","1","2021-08-30","2025-02-04"
"C","66","21001IC04245806P","131221","30","29","1","2021-12-17","2022-12-22"
"C","66","21001IC05014592M","280621","45","22","23","2021-06-30","2025-03-25"
"C","66","22001IC04105136H","160522","30","30","0.0000","2022-05-20","2024-12-16"
"C","66","22001IC05023281X","220922","30","27","3","2022-09-26","2025-02-07"
"C","66","23001IC04049866C","280323","50","2","48","2023-03-30","2023-05-17"
"C","66","23001IC04174792W","181023","48","29","19","2023-10-27","2025-03-12"
"C","67","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2022-09-27"
"C","67","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2021-08-26"
"C","67","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2022-03-08"
"C","67","19001IC04158500Z","60919","50","51","-1","2019-09-11","2025-03-13"
"C","67","20001IC04111282E","200720","45","44","1","2020-07-23","2022-12-15"
"C","67","20001IC04192939W","181120","45","44","1","2020-11-24","2024-02-16"
"C","67","21001IC04054806N","190321","22","22","0.0000","2021-03-23","2024-08-22"
"C","67","21001IC04161492N","240821","24","18","6","2021-08-30","2024-08-22"
"C","67","21001IC04245806P","131221","32","22","10","2021-12-17","2024-10-10"
"C","67","21001IC05014592M","280621","24","24","0.0000","2021-06-30","2024-12-13"
"C","67","22001IC04105136H","160522","32","15","17","2022-05-20","2024-11-22"
"C","67","22001IC05023281X","220922","32","19","13","2022-09-26","2024-11-12"
"C","67","23001IC04049866C","280323","50","6","44","2023-03-30","2023-09-12"
"C","67","23001IC04174792W","181023","48","17","31","2023-10-27","2025-01-07"
"C","68","16001IC04087468E","80916","200","200","0.0000","2016-09-12","2022-02-07"
"C","68","17001IC04180892A","80917","99","99","0.0000","2017-09-15","2020-09-16"
"C","68","18001IC04080837W","90418","98","99","-1","2018-04-13","2022-01-27"
"C","68","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2022-08-10"
"C","68","19001IC04158500Z","60919","100","100","0.0000","2019-09-11","2023-06-07"
"C","68","20001IC04111282E","200720","45","44","1","2020-07-23","2022-08-23"
"C","68","20001IC04192939W","181120","45","44","1","2020-11-24","2023-09-01"
"C","68","21001IC04054806N","190321","48","47","1","2021-03-23","2024-05-08"
"C","68","21001IC04161492N","240821","48","47","1","2021-08-30","2024-06-11"
"C","68","21001IC04245806P","131221","32","32","0.0000","2021-12-17","2025-01-14"
"C","68","21001IC05014592M","280621","47","48","-1","2021-06-30","2024-10-10"
"C","68","22001IC04105136H","160522","32","32","0.0000","2022-05-20","2024-01-19"
"C","68","22001IC05023281X","220922","32","33","-1","2022-09-26","2024-11-22"
"C","68","23001IC04049866C","280323","50","17","33","2023-03-30","2025-04-03"
"C","68","23001IC04174792W","181023","48","48","0.0000","2023-10-27","2025-01-13"
"C","69","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2019-10-23"
"C","69","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2022-03-02"
"C","69","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2024-04-05"
"C","69","19001IC04158500Z","60919","46","46","0.0000","2019-09-11","2023-08-04"
"C","69","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2023-10-30"
"C","69","20001IC04192939W","181120","44","44","0.0000","2020-11-24","2023-08-09"
"C","69","21001IC04054806N","190321","48","47","1","2021-03-23","2024-06-06"
"C","69","21001IC04161492N","240821","47","27","20","2021-08-30","2025-04-22"
"C","69","21001IC04245806P","131221","48","15","33","2021-12-17","2022-04-11"
"C","69","21001IC05014592M","280621","48","48","0.0000","2021-06-30","2023-08-03"
"C","69","22001IC04105136H","160522","32","27","5","2022-05-20","2025-02-07"
"C","69","22001IC05023281X","220922","48","13","35","2022-09-26","2025-04-14"
"C","69","23001IC04049866C","280323","50","8","42","2023-03-30","2025-03-25"
"C","69","23001IC04174792W","181023","48","47","1","2023-10-27","2025-04-22"
"C","70","16001IC04087468E","80916","198","199","-1","2016-09-12","2018-04-12"
"C","70","17001IC04180892A","80917","99","100","-1","2017-09-15","2019-05-24"
"C","70","18001IC04080837W","90418","98","98","0.0000","2018-04-13","2022-10-21"
"C","70","19001IC04015932R","240119","56","25","31","2019-01-28","2023-03-15"
"C","70","19001IC04158500Z","60919","50","51","-1","2019-09-11","2023-03-07"
"C","70","20001IC04111282E","200720","44","44","0.0000","2020-07-23","2023-02-13"
"C","70","20001IC04192939W","181120","45","10","35","2020-11-24","2022-07-04"
"C","70","21001IC04054806N","190321","24","23","1","2021-03-23","2023-09-01"
"C","70","21001IC04161492N","240821","24","23","1","2021-08-30","2023-08-09"
"C","70","21001IC04245806P","131221","32","31","1","2021-12-17","2024-01-10"
"C","70","21001IC05014592M","280621","24","27","-3","2021-06-30","2023-06-07"
"C","70","22001IC04105136H","160522","32","32","0.0000","2022-05-20","2024-03-27"
"C","70","22001IC05023281X","220922","32","31","1","2022-09-26","2024-09-18"
"C","70","23001IC04049866C","280323","50","47","3","2023-03-30","2025-04-29"
"C","70","23001IC04174792W","181023","48","0.0000","48","2023-10-27","2023-10-27"
"C","71","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2023-08-02"
"C","71","17001IC04180892A","80917","98","67","31","2017-09-15","2025-03-19"
"C","71","18001IC04080837W","90418","50","50","0.0000","2018-04-13","2023-08-09"
"C","71","19001IC04015932R","240119","50","12","38","2019-01-28","2024-04-17"
"C","71","19001IC04158500Z","60919","46","43","3","2019-09-11","2023-11-15"
"C","71","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2022-11-17"
"C","71","20001IC04192939W","181120","47","8","39","2020-11-24","2023-03-27"
"C","71","21001IC04054806N","190321","24","24","0.0000","2021-03-23","2023-02-01"
"C","71","21001IC04161492N","240821","24","21","3","2021-08-30","2024-01-09"
"C","71","21001IC04245806P","131221","32","8","24","2021-12-17","2022-08-12"
"C","71","21001IC05014592M","280621","24","22","2","2021-06-30","2025-03-11"
"C","71","22001IC04105136H","160522","32","10","22","2022-05-20","2025-04-29"
"C","71","22001IC05023281X","220922","32","32","0.0000","2022-09-26","2025-01-13"
"C","71","23001IC04049866C","280323","50","18","32","2023-03-30","2024-11-22"
"C","71","23001IC04174792W","181023","48","2","46","2023-10-27","2023-12-27"
"C","72","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2019-07-01"
"C","72","17001IC04180892A","80917","96","96","0.0000","2017-09-15","2020-01-20"
"C","72","18001IC04080837W","90418","99","99","0.0000","2018-04-13","2021-03-12"
"C","72","19001IC04015932R","240119","50","50","0.0000","2019-01-28","2023-11-08"
"C","72","19001IC04158500Z","60919","89","88","1","2019-09-11","2024-03-27"
"C","72","20001IC04111282E","200720","45","45","0.0000","2020-07-23","2023-11-02"
"C","72","20001IC04192939W","181120","45","45","0.0000","2020-11-24","2022-07-20"
"C","72","21001IC04054806N","190321","48","47","1","2021-03-23","2023-03-28"
"C","72","21001IC04161492N","240821","48","48","0.0000","2021-08-30","2023-05-16"
"C","72","21001IC04245806P","131221","32","32","0.0000","2021-12-17","2024-02-20"
"C","72","21001IC05014592M","280621","48","49","-1","2021-06-30","2024-02-09"
"C","72","22001IC04105136H","160522","32","32","0.0000","2022-05-20","2024-01-09"
"C","72","22001IC05023281X","220922","32","33","-1","2022-09-26","2024-10-23"
"C","72","23001IC04049866C","280323","50","23","27","2023-03-30","2025-04-29"
"C","72","23001IC04174792W","181023","48","50","-2","2023-10-27","2025-02-04"
"C","73","16001IC04087468E","80916","196","196","0.0000","2016-09-12","2020-03-05"
"C","73","17001IC04180892A","80917","95","96","-1","2017-09-15","2025-03-19"
"C","73","18001IC04080837W","90418","49","22","27","2018-04-13","2021-06-22"
"C","73","19001IC04015932R","240119","50","7","43","2019-01-28","2021-08-03"
"C","73","19001IC04158500Z","60919","100","32","68","2019-09-11","2021-12-16"
"C","73","20001IC04111282E","200720","45","43","2","2020-07-23","2024-08-22"
"C","73","20001IC04192939W","181120","45","27","18","2020-11-24","2024-12-03"
"C","73","21001IC04054806N","190321","24","23","1","2021-03-23","2023-03-14"
"C","73","21001IC04161492N","240821","24","24","0.0000","2021-08-30","2023-11-08"
"C","73","21001IC04245806P","131221","32","31","1","2021-12-17","2023-02-01"
"C","73","21001IC05014592M","280621","24","24","0.0000","2021-06-30","2023-09-06"
"C","73","22001IC04105136H","160522","32","32","0.0000","2022-05-20","2023-10-12"
"C","73","22001IC05023281X","220922","32","31","1","2022-09-26","2024-04-04"
"C","73","23001IC04049866C","280323","50","51","-1","2023-03-30","2024-11-22"
"C","73","23001IC04174792W","181023","48","45","3","2023-10-27","2025-04-14"
"C","74","16001IC04087468E","80916","198","198","0.0000","2016-09-12","2019-02-26"
"C","74","17001IC04180892A","80917","95","95","0.0000","2017-09-15","2024-04-05"
"C","74","18001IC04080837W","90418","100","70","30","2018-04-13","2024-11-29"
"C","74","19001IC04015932R","240119","50","14","36","2019-01-28","2021-08-20"
"C","74","19001IC04158500Z","60919","46","46","0.0000","2019-09-11","2023-11-14"
"C","74","20001IC04111282E","200720","45","43","2","2020-07-23","2024-11-22"
"C","74","20001IC04192939W","181120","45","13","32","2020-11-24","2021-05-04"
"C","74","21001IC04054806N","190321","24","24","0.0000","2021-03-23","2024-09-30"
"C","74","21001IC04161492N","240821","24","24","0.0000","2021-08-30","2024-09-26"
"C","74","21001IC04245806P","131221","32","33","-1","2021-12-17","2024-10-23"
