"FECHA","DOLAR","DOLARA","DOLARB","DOLARC","DOLARD","DOLARE","USUARIO","FECACT"
"04/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-04"
"05/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-05"
"06/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-06"
"10/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-10"
"11/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-11"
"12/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-12"
"13/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-13"
"16/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-16"
"17/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-17"
"18/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-18"
"19/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-19"
"20/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-20"
"23/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-23"
"24/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-24"
"25/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-25"
"26/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-26"
"27/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-27"
"30/07/2012","4.6","4.6","4.6","4.6","4.6","0.0000","      ","2012-07-30"
"31/07/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-07-31"
"01/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-01"
"02/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-02"
"03/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-03"
"06/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-06"
"07/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-07"
"08/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-08"
"09/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-09"
"10/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-10"
"13/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-13"
"14/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-14"
"15/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-15"
"16/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-16"
"17/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-17"
"21/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-21"
"22/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-22"
"23/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-23"
"24/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-24"
"27/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-27"
"28/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-28"
"29/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-29"
"30/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-30"
"31/08/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-08-31"
"03/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-03"
"04/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-04"
"05/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-05"
"06/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-06"
"07/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-07"
"08/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-08"
"10/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-10"
"11/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-11"
"12/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-12"
"13/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-13"
"14/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-14"
"17/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-17"
"18/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-18"
"19/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-19"
"20/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-20"
"21/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-21"
"22/09/2012","4.7","4.7","4.7","4.7","4.7","0.0000","      ","2012-09-22"
"25/09/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-09-25"
"26/09/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-09-26"
"27/09/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-09-27"
"28/09/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-09-28"
"01/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-01"
"02/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-02"
"03/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-03"
"04/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-04"
"05/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-05"
"09/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-09"
"10/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-10"
"11/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-11"
"12/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-12"
"13/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-13"
"15/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-15"
"16/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-16"
"17/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-17"
"18/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-18"
"19/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-19"
"20/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-20"
"22/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-22"
"23/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-23"
"24/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-24"
"25/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-25"
"26/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-26"
"29/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-29"
"30/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-30"
"31/10/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-10-31"
"01/11/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-11-01"
"02/11/2012","4.8","4.8","4.8","4.8","4.8","0.0000","      ","2012-11-02"
"05/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-05"
"06/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-06"
"07/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-07"
"08/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-08"
"09/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-09"
"10/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-10"
"12/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-12"
"13/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-13"
"14/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-14"
"15/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-15"
"16/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-16"
"19/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-19"
"20/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-20"
"21/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-21"
"22/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-22"
"23/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-23"
"27/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-27"
"28/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-28"
"29/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-29"
"30/11/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-11-30"
"03/12/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-12-03"
"04/12/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-12-04"
"05/12/2012","4.9","4.9","4.9","4.9","4.9","0.0000","      ","2012-12-05"
"06/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-06"
"07/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-07"
"10/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-10"
"11/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-11"
"12/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-12"
"13/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-13"
"14/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-14"
"17/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-17"
"18/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-18"
"19/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-19"
"20/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-20"
"21/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-21"
"26/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-26"
"27/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-27"
"28/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-28"
"31/12/2012","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2012-12-31"
"02/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-02"
"03/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-03"
"04/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-04"
"07/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-07"
"08/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-08"
"09/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-09"
"10/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-10"
"11/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-11"
"14/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-14"
"15/01/2013","4.95","4.95","4.95","4.95","4.95","0.0000","      ","2013-01-15"
"16/01/2013","5","5","5","5","5","0.0000","      ","2013-01-16"
"17/01/2013","5","5","5","5","5","0.0000","      ","2013-01-17"
"18/01/2013","5","5","5","5","5","0.0000","      ","2013-01-18"
"21/01/2013","5","5","5","5","5","0.0000","      ","2013-01-21"
"22/01/2013","5","5","5","5","5","0.0000","      ","2013-01-22"
"23/01/2013","5","5","5","5","5","0.0000","      ","2013-01-23"
"24/01/2013","5","5","5","5","5","0.0000","      ","2013-01-24"
"25/01/2013","5","5","5","5","5","0.0000","      ","2013-01-25"
"28/01/2013","5","5","5","5","5","0.0000","      ","2013-01-28"
"29/01/2013","5","5","5","5","5","0.0000","      ","2013-01-29"
"30/01/2013","5","5","5","5","5","0.0000","      ","2013-01-30"
"31/01/2013","5","5","5","5","5","0.0000","      ","2013-01-31"
"01/02/2013","5","5","5","5","5","0.0000","      ","2013-02-01"
"02/02/2013","5","5","5","5","5","0.0000","      ","2013-02-02"
"04/02/2013","5","5","5","5","5","0.0000","      ","2013-02-04"
"05/02/2013","5","5","5","5","5","0.0000","      ","2013-02-05"
"06/02/2013","5","5","5","5","5","0.0000","      ","2013-02-06"
"07/02/2013","5","5","5","5","5","0.0000","      ","2013-02-07"
"08/02/2013","5","5","5","5","5","0.0000","      ","2013-02-08"
"09/02/2013","5","5","5","5","5","0.0000","      ","2013-02-09"
"13/02/2013","5","5","5","5","5","0.0000","      ","2013-02-13"
"14/02/2013","5","5","5","5","5","0.0000","      ","2013-02-14"
"15/02/2013","5","5","5","5","5","0.0000","      ","2013-02-15"
"18/02/2013","5","5","5","5","5","0.0000","      ","2013-02-18"
"19/02/2013","5","5","5","5","5","0.0000","      ","2013-02-19"
"21/02/2013","5","5","5","5","5","0.0000","      ","2013-02-21"
"22/02/2013","5","5","5","5","5","0.0000","      ","2013-02-22"
"25/02/2013","5","5","5","5","5","0.0000","      ","2013-02-25"
"26/02/2013","5","5","5","5","5","0.0000","      ","2013-02-26"
"27/02/2013","5.05","5.05","5.05","5.05","5.05","0.0000","      ","2013-02-27"
"28/02/2013","5.05","5.05","5.05","5.05","5.05","0.0000","      ","2013-02-28"
"01/03/2013","5.05","5.05","5.05","5.05","5.05","0.0000","      ","2013-03-01"
"02/03/2013","5.05","5.05","5.05","5.05","5.05","0.0000","      ","2013-03-02"
"04/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-04"
"05/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-05"
"06/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-06"
"07/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-07"
"08/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-08"
"11/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-11"
"12/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-12"
"13/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-13"
"14/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-14"
"15/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-15"
"18/03/2013","5.1","5.1","5.1","5.1","5.1","0.0000","      ","2013-03-18"
"19/03/2013","5.15","5.15","5.15","5.15","5.15","0.0000","      ","2013-03-19"
"20/03/2013","5.15","5.15","5.15","5.15","5.15","0.0000","      ","2013-03-20"
"21/03/2013","5.15","5.15","5.15","5.15","5.15","0.0000","      ","2013-03-21"
"22/03/2013","5.15","5.15","5.15","5.15","5.15","0.0000","      ","2013-03-22"
"25/03/2013","5.15","5.15","5.15","5.15","5.15","0.0000","      ","2013-03-25"
"26/03/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-03-26"
"27/03/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-03-27"
"28/03/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-03-28"
"03/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-03"
"04/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-04"
"05/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-05"
"08/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-08"
"09/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-09"
"10/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-10"
"11/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-11"
"12/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-12"
"13/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-13"
"15/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-15"
"16/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-16"
"17/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-17"
"18/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-18"
"19/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-19"
"22/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-22"
"23/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-23"
"24/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-24"
"25/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-25"
"26/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-26"
"27/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-27"
"29/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-29"
"30/04/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-04-30"
"02/05/2013","5.2","5.2","5.2","5.2","5.2","0.0000","      ","2013-05-02"
"03/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-03"
"06/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-06"
"07/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-07"
"08/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-08"
"09/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-09"
"10/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-10"
"11/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-11"
"13/05/2013","5.25","5.25","5.25","5.25","5.25","0.0000","      ","2013-05-13"
"14/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-14"
"15/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-15"
"16/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-16"
"17/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-17"
"20/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-20"
"21/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-21"
"22/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-22"
"23/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-23"
"24/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-24"
"27/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-27"
"28/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-28"
"29/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-29"
"30/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-30"
"31/05/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-05-31"
"03/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-03"
"04/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-04"
"05/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-05"
"06/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-06"
"07/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-07"
"10/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-10"
"11/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-11"
"12/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-12"
"13/06/2013","5.3","5.3","5.3","5.3","5.3","0.0000","      ","2013-06-13"
"14/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-14"
"17/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-17"
"18/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-18"
"19/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-19"
"24/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-24"
"25/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-25"
"26/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-26"
"27/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-27"
"28/06/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-06-28"
"01/07/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-07-01"
"02/07/2013","5.4","5.4","5.4","5.4","5.4","0.0000","      ","2013-07-02"
"03/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-03"
"04/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-04"
"05/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-05"
"08/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-08"
"09/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-09"
"10/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-10"
"11/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-11"
"12/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-12"
"15/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-15"
"16/07/2013","5.45","5.45","5.45","5.45","5.45","0.0000","      ","2013-07-16"
"17/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-17"
"18/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-18"
"19/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-19"
"22/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-22"
"23/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-23"
"24/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-24"
"25/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-25"
"26/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-26"
"29/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-29"
"30/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-30"
"31/07/2013","5.5","5.5","5.5","5.5","5.5","0.0000","      ","2013-07-31"
"01/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-01"
"02/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-02"
"05/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-05"
"06/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-06"
"07/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-07"
"08/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-08"
"09/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-09"
"10/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-10"
"12/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-12"
"13/08/2013","5.55","5.55","5.55","5.55","5.55","0.0000","      ","2013-08-13"
"14/08/2013","5.6","5.6","5.6","5.6","5.6","0.0000","      ","2013-08-14"
"15/08/2013","5.6","5.6","5.6","5.6","5.6","0.0000","      ","2013-08-15"
"16/08/2013","5.6","5.6","5.6","5.6","5.6","0.0000","      ","2013-08-16"
"20/08/2013","5.6","5.6","5.6","5.6","5.6","0.0000","      ","2013-08-20"
"21/08/2013","5.6","5.6","5.6","5.6","5.6","0.0000","      ","2013-08-21"
"22/08/2013","5.6","5.6","5.6","5.6","5.6","0.0000","      ","2013-08-22"
"23/08/2013","5.65","5.65","5.65","5.65","5.65","0.0000","      ","2013-08-23"
"26/08/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-08-26"
"27/08/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-08-27"
"28/08/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-08-28"
"29/08/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-08-29"
"30/08/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-08-30"
"02/09/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-09-02"
"03/09/2013","5.7","5.7","5.7","5.7","5.7","0.0000","      ","2013-09-03"
"04/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-04"
"05/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-05"
"06/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-06"
"09/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-09"
"10/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-10"
"11/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-11"
"12/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-12"
"13/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-13"
"16/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-16"
"17/09/2013","5.75","5.75","5.75","5.75","5.75","0.0000","      ","2013-09-17"
"18/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-18"
"19/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-19"
"20/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-20"
"23/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-23"
"24/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-24"
"25/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-25"
"26/09/2013","5.8","5.8","5.8","5.8","5.8","0.0000","      ","2013-09-26"
"27/09/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-09-27"
"30/09/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-09-30"
"01/10/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-10-01"
"02/10/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-10-02"
"03/10/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-10-03"
"04/10/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-10-04"
"05/10/2013","5.85","5.85","5.85","5.85","5.85","0.0000","      ","2013-10-05"
