"CTAB","COD","DESCRI","ALF1","ALF2","ALF3","ALF4","ALF5","ALF6","ALF7","ALF8","NUMSD1","NUMSD2","NUMSD3","NUMCD1","NUMCD2","NUMCD3","FECHA1","FECHA2","MCA1","MCA2","MCA3","USUARIO","FECACT"
"SC   ","MPLA      ","MANGA PLANA AZUL","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-08-03"
"CV   ","33        ","A LOS 20 DS.ENTREGA CH.DIFER.90 DS.F/F","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-04-11"
"CV   ","34        ","90 DS DE APROB. FC C/ENTREGA CH DIF A 30","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2024-10-03"
"ZN   ","18        ","LUQUE CH/FORM/E.RIOS/STAFE","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-06-16"
"VD   ","18        ","LUQUE CH/FORM/E.RIOS/STAFE","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-06-16"
"VD   ","16        ","SANTA FE FABIO","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-06-09"
"ZN   ","16        ","SANTA FE FABIO","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-06-09"
"VD   ","25        ","STA FE OGGIER","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2018-04-26"
"ZN   ","25        ","SANTA FE OGGIER","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2018-04-26"
"CV   ","35        ","40%SEñA-RESTO CONTRAENT.CH 30/60","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-07-31"
"CV   ","36        ","VAL30-60-90-120-150-180","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2017-09-07"
"CV   ","40        ","60 DS. FECHA FC","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2018-01-31"
"SC   ","MAGUA     ","MANG. AGUA 5 KGS","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-05-07"
"SC   ","MTRAN     ","MANG.TRANSP.20KGS.","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-05-07"
"SC   ","MROJO     ","MANG. ROJA 20 KGS.","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-05-07"
"CV   ","37        ","CH/PROPIO 30/60 DS.CONTRAENTREGA MATERIAL","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2018-05-15"
"SC   ","MALTA     ","MANG.ALTA PRESION","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-06-18"
"SC   ","MRIE      ","MANG.RIEGO AZUL","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-08-03"
"SC   ","MALAM     ","M.C/ALAMBRE TRANS.","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-08-03"
"SC   ","MFP10     ","MANG.FULL PRESS 10","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-08-28"
"CV   ","39        ","7 DíAS F/F","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2018-10-03"
"SC   ","MOP10     ","MANG.OIL PRESS 10","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-10-03"
"SC   ","MAMAR     ","MANG.AMARILLA","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-10-25"
"SC   ","MAREN     ","MANG.ARENA","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-10-25"
"SC   ","CAGRI     ","CAñO AGRIFLEX","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2018-12-06"
"CV   ","45        ","CH/ANT. CON/ENTREGA 45 DS FF","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2019-04-12"
"CV   ","41        ","CHEQUE ANTICIPADO 7/30/60 DIAS","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2019-07-19"
"CV   ","42        ","CONTADO ANTICIPADO C/TRANSF","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-10-19"
"SC   ","AV17      ","AV17","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","1","0","          ","2019-09-11"
"SC   ","REJ       ","REJILLA C/CUARZO","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","1","0","          ","2021-06-02"
"SC   ","CORTN     ","CORTINA TEMP.NORMAL","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2019-11-13"
"SC   ","CORBT     ","CORTINA BAJA TEMP.","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2019-11-13"
"CV   ","46        ","PAGO ANTIC.0/30/60/90","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2020-09-22"
"MT   ","4         ","BAJA POR INCOBRABLE","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2020-10-30"
"CV   ","50        ","50%AD.TRAN.BANC.50%TR.BANC.PREVIA ENTREGA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-06-14"
"VD   ","30        ","FEBBRONI","     ","     ","     ","     ","     ","     ","     ","     ","30","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2021-03-11"
"ZN   ","30        ","FEBBRONI","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2021-03-11"
"SC   ","MMULT     ","MANG.MULTIPROPOSITO","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2021-06-02"
"SC   ","CARPV     ","CARP.PVC 2000MM","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","1","0","          ","2021-06-02"
"CV   ","47        ","ANT20% RESTO E-CH30/60/90","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2021-06-08"
"CV   ","51        ","TRANSFERENCIA PREVIA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2021-07-05"
"CV   ","52        ","CHEQUES ELECTRONICOS","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2021-07-26"
"CV   ","53        ","120 DS. F/RECEPCIÓN Y APROB FACTURA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2021-08-03"
"CV   ","54        ","30 DIAS APROB.FACTURA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-03-29"
"VD   ","31        ","VALERIA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-05-03"
"ZN   ","31        ","VALERIA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-05-03"
"CV   ","55        ","50% CON OC Y SALDO CONTRA ENTREGA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-09-01"
"CV   ","57        ","CPD 30/45 DS CONTRAENTREGA","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2022-11-24"
"CV   ","58        ","40%SEÑAC/TRANS.RESTO C/TRANSPREVIA ALRETIRO","     ","     ","     ","     ","     ","     ","     ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","0","0","          ","2024-05-24"
"SC   ","REJGR     ","REJILLA GRIS","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","0","1","0","          ","2024-12-10"
"SC   ","8PK       ","CORREA 8PK","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2025-04-10"
"SC   ","AVX13     ","AVX 13","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2025-04-10"
"SC   ","BX        ","BX","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2025-04-10"
"SC   ","AV13X     ","AVX13X2","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2025-04-10"
"SC   ","BX X2     ","BX X2","NRO  ","     ","     ","     ","     ","     ","UNID ","     ","0","0","0","0.0000","0.0000","0.0000","1990-01-01","1990-01-01","1","1","0","          ","2025-04-10"
